#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_01_0 , BASE1 , 2000-01-01 , 12:00 , AIR1 , 2000-01-01 , 13:13
LEG_18_30 , BASE2 , 2000-01-18 , 16:13 , AIR3 , 2000-01-18 , 16:59
LEG_18_23 , BASE2 , 2000-01-18 , 17:47 , AIR2 , 2000-01-18 , 18:34
LEG_18_29 , BASE2 , 2000-01-18 , 17:56 , AIR5 , 2000-01-18 , 19:10
LEG_18_1 , BASE2 , 2000-01-18 , 19:24 , AIR2 , 2000-01-18 , 20:15
LEG_18_16 , BASE2 , 2000-01-18 , 21:06 , AIR4 , 2000-01-18 , 22:06
LEG_18_10 , BASE2 , 2000-01-18 , 21:16 , AIR11 , 2000-01-18 , 23:06
LEG_18_5 , BASE2 , 2000-01-18 , 23:11 , AIR4 , 2000-01-19 , 0:22
LEG_18_31 , BASE2 , 2000-01-18 , 23:26 , AIR8 , 2000-01-19 , 2:33
LEG_19_12 , BASE2 , 2000-01-19 , 0:59 , AIR2 , 2000-01-19 , 1:52
LEG_19_2 , BASE2 , 2000-01-19 , 10:41 , AIR13 , 2000-01-19 , 12:22
LEG_19_26 , BASE2 , 2000-01-19 , 12:59 , AIR12 , 2000-01-19 , 15:46
LEG_19_3 , BASE2 , 2000-01-19 , 14:21 , AIR6 , 2000-01-19 , 16:54
LEG_19_27 , BASE2 , 2000-01-19 , 16:13 , AIR3 , 2000-01-19 , 16:59
LEG_19_19 , BASE2 , 2000-01-19 , 17:47 , AIR2 , 2000-01-19 , 18:34
LEG_19_28 , BASE2 , 2000-01-19 , 19:21 , AIR8 , 2000-01-19 , 22:27
LEG_19_24 , BASE2 , 2000-01-19 , 20:55 , AIR1 , 2000-01-19 , 22:09
LEG_19_22 , BASE2 , 2000-01-19 , 20:57 , AIR14 , 2000-01-19 , 21:48
LEG_20_12 , BASE2 , 2000-01-20 , 0:59 , AIR2 , 2000-01-20 , 1:52
LEG_20_26 , BASE2 , 2000-01-20 , 12:59 , AIR12 , 2000-01-20 , 15:46
LEG_20_21 , BASE2 , 2000-01-20 , 17:47 , AIR2 , 2000-01-20 , 18:34
LEG_20_13 , BASE2 , 2000-01-20 , 17:53 , AIR15 , 2000-01-20 , 19:45
LEG_20_24 , BASE2 , 2000-01-20 , 17:56 , AIR5 , 2000-01-20 , 19:10
LEG_20_11 , BASE2 , 2000-01-20 , 21:06 , AIR4 , 2000-01-20 , 22:06
LEG_20_3 , BASE2 , 2000-01-20 , 21:19 , AIR7 , 2000-01-20 , 23:04
LEG_20_27 , BASE2 , 2000-01-20 , 23:26 , AIR8 , 2000-01-21 , 2:33
LEG_21_16 , BASE2 , 2000-01-21 , 0:59 , AIR2 , 2000-01-21 , 1:52
LEG_21_26 , BASE2 , 2000-01-21 , 13:12 , AIR17 , 2000-01-21 , 14:25
LEG_21_7 , BASE2 , 2000-01-21 , 14:21 , AIR6 , 2000-01-21 , 16:54
LEG_21_29 , BASE2 , 2000-01-21 , 16:13 , AIR3 , 2000-01-21 , 16:59
LEG_21_22 , BASE2 , 2000-01-21 , 17:47 , AIR2 , 2000-01-21 , 18:34
LEG_21_28 , BASE2 , 2000-01-21 , 17:56 , AIR5 , 2000-01-21 , 19:10
LEG_21_3 , BASE2 , 2000-01-21 , 19:24 , AIR2 , 2000-01-21 , 20:15
LEG_21_15 , BASE2 , 2000-01-21 , 21:06 , AIR4 , 2000-01-21 , 22:06
LEG_21_9 , BASE2 , 2000-01-21 , 21:16 , AIR11 , 2000-01-21 , 23:06
LEG_21_5 , BASE2 , 2000-01-21 , 23:11 , AIR4 , 2000-01-22 , 0:22
LEG_21_31 , BASE2 , 2000-01-21 , 23:26 , AIR8 , 2000-01-22 , 2:33
LEG_01_18 , BASE3 , 2000-01-01 , 14:05 , AIR9 , 2000-01-01 , 15:55
LEG_01_23 , BASE3 , 2000-01-01 , 22:20 , AIR6 , 2000-01-02 , 0:21
LEG_02_18 , BASE3 , 2000-01-02 , 14:05 , AIR9 , 2000-01-02 , 15:55
LEG_02_23 , BASE3 , 2000-01-02 , 22:20 , AIR6 , 2000-01-03 , 0:21
LEG_03_18 , BASE3 , 2000-01-03 , 14:05 , AIR9 , 2000-01-03 , 15:55
LEG_03_23 , BASE3 , 2000-01-03 , 22:20 , AIR6 , 2000-01-04 , 0:21
LEG_04_18 , BASE3 , 2000-01-04 , 14:05 , AIR9 , 2000-01-04 , 15:55
LEG_04_23 , BASE3 , 2000-01-04 , 22:20 , AIR6 , 2000-01-05 , 0:21
LEG_05_15 , BASE3 , 2000-01-05 , 14:05 , AIR9 , 2000-01-05 , 15:55
LEG_05_20 , BASE3 , 2000-01-05 , 22:20 , AIR6 , 2000-01-06 , 0:21
LEG_06_15 , BASE3 , 2000-01-06 , 14:05 , AIR9 , 2000-01-06 , 15:55
LEG_06_20 , BASE3 , 2000-01-06 , 22:20 , AIR6 , 2000-01-07 , 0:21
LEG_07_18 , BASE3 , 2000-01-07 , 14:05 , AIR9 , 2000-01-07 , 15:55
LEG_07_23 , BASE3 , 2000-01-07 , 22:20 , AIR6 , 2000-01-08 , 0:21
LEG_08_18 , BASE3 , 2000-01-08 , 14:05 , AIR9 , 2000-01-08 , 15:55
LEG_08_23 , BASE3 , 2000-01-08 , 22:20 , AIR6 , 2000-01-09 , 0:21
LEG_09_18 , BASE3 , 2000-01-09 , 14:05 , AIR9 , 2000-01-09 , 15:55
LEG_09_23 , BASE3 , 2000-01-09 , 22:20 , AIR6 , 2000-01-10 , 0:21
LEG_10_18 , BASE3 , 2000-01-10 , 14:05 , AIR9 , 2000-01-10 , 15:55
LEG_10_23 , BASE3 , 2000-01-10 , 22:20 , AIR6 , 2000-01-11 , 0:21
LEG_11_18 , BASE3 , 2000-01-11 , 14:05 , AIR9 , 2000-01-11 , 15:55
LEG_11_23 , BASE3 , 2000-01-11 , 22:20 , AIR6 , 2000-01-12 , 0:21
LEG_12_15 , BASE3 , 2000-01-12 , 14:05 , AIR9 , 2000-01-12 , 15:55
LEG_12_20 , BASE3 , 2000-01-12 , 22:20 , AIR6 , 2000-01-13 , 0:21
LEG_13_15 , BASE3 , 2000-01-13 , 14:05 , AIR9 , 2000-01-13 , 15:55
LEG_13_20 , BASE3 , 2000-01-13 , 22:20 , AIR6 , 2000-01-14 , 0:21
LEG_14_19 , BASE3 , 2000-01-14 , 14:05 , AIR9 , 2000-01-14 , 15:55
LEG_14_24 , BASE3 , 2000-01-14 , 22:20 , AIR6 , 2000-01-15 , 0:21
LEG_15_20 , BASE3 , 2000-01-15 , 14:05 , AIR9 , 2000-01-15 , 15:55
LEG_15_25 , BASE3 , 2000-01-15 , 22:20 , AIR6 , 2000-01-16 , 0:21
LEG_16_20 , BASE3 , 2000-01-16 , 14:05 , AIR9 , 2000-01-16 , 15:55
LEG_16_25 , BASE3 , 2000-01-16 , 22:20 , AIR6 , 2000-01-17 , 0:21
LEG_17_20 , BASE3 , 2000-01-17 , 14:05 , AIR9 , 2000-01-17 , 15:55
LEG_17_25 , BASE3 , 2000-01-17 , 22:20 , AIR6 , 2000-01-18 , 0:21
LEG_18_20 , BASE3 , 2000-01-18 , 14:05 , AIR9 , 2000-01-18 , 15:55
LEG_18_25 , BASE3 , 2000-01-18 , 22:20 , AIR6 , 2000-01-19 , 0:21
LEG_19_16 , BASE3 , 2000-01-19 , 14:05 , AIR9 , 2000-01-19 , 15:55
LEG_19_21 , BASE3 , 2000-01-19 , 22:20 , AIR6 , 2000-01-20 , 0:21
LEG_20_18 , BASE3 , 2000-01-20 , 14:05 , AIR9 , 2000-01-20 , 15:55
LEG_20_23 , BASE3 , 2000-01-20 , 22:20 , AIR6 , 2000-01-21 , 0:21
LEG_21_19 , BASE3 , 2000-01-21 , 14:05 , AIR9 , 2000-01-21 , 15:55
LEG_21_24 , BASE3 , 2000-01-21 , 22:20 , AIR6 , 2000-01-22 , 0:21
LEG_01_1 , AIR1 , 2000-01-01 , 14:05 , BASE2 , 2000-01-01 , 15:19
LEG_07_1 , AIR1 , 2000-01-07 , 14:05 , BASE2 , 2000-01-07 , 15:19
LEG_14_1 , AIR1 , 2000-01-14 , 14:05 , BASE2 , 2000-01-14 , 15:19
LEG_19_10 , AIR1 , 2000-01-19 , 23:00 , BASE2 , 2000-01-20 , 0:17
LEG_21_1 , AIR1 , 2000-01-21 , 14:05 , BASE2 , 2000-01-21 , 15:19
LEG_01_16 , AIR2 , 2000-01-01 , 19:30 , BASE1 , 2000-01-01 , 20:54
LEG_01_33 , AIR2 , 2000-01-01 , 21:00 , BASE2 , 2000-01-01 , 21:51
LEG_02_16 , AIR2 , 2000-01-02 , 19:30 , BASE1 , 2000-01-02 , 20:54
LEG_02_34 , AIR2 , 2000-01-02 , 21:00 , BASE2 , 2000-01-02 , 21:51
LEG_03_16 , AIR2 , 2000-01-03 , 19:30 , BASE1 , 2000-01-03 , 20:54
LEG_03_34 , AIR2 , 2000-01-03 , 21:00 , BASE2 , 2000-01-03 , 21:51
LEG_04_16 , AIR2 , 2000-01-04 , 19:30 , BASE1 , 2000-01-04 , 20:54
LEG_04_34 , AIR2 , 2000-01-04 , 21:00 , BASE2 , 2000-01-04 , 21:51
LEG_05_13 , AIR2 , 2000-01-05 , 19:30 , BASE1 , 2000-01-05 , 20:54
LEG_06_13 , AIR2 , 2000-01-06 , 19:30 , BASE1 , 2000-01-06 , 20:54
LEG_06_31 , AIR2 , 2000-01-06 , 21:00 , BASE2 , 2000-01-06 , 21:51
LEG_07_16 , AIR2 , 2000-01-07 , 19:30 , BASE1 , 2000-01-07 , 20:54
LEG_07_34 , AIR2 , 2000-01-07 , 21:00 , BASE2 , 2000-01-07 , 21:51
LEG_08_16 , AIR2 , 2000-01-08 , 19:30 , BASE1 , 2000-01-08 , 20:54
LEG_08_34 , AIR2 , 2000-01-08 , 21:00 , BASE2 , 2000-01-08 , 21:51
LEG_09_16 , AIR2 , 2000-01-09 , 19:30 , BASE1 , 2000-01-09 , 20:54
LEG_09_34 , AIR2 , 2000-01-09 , 21:00 , BASE2 , 2000-01-09 , 21:51
LEG_10_16 , AIR2 , 2000-01-10 , 19:30 , BASE1 , 2000-01-10 , 20:54
LEG_10_34 , AIR2 , 2000-01-10 , 21:00 , BASE2 , 2000-01-10 , 21:51
LEG_11_16 , AIR2 , 2000-01-11 , 19:30 , BASE1 , 2000-01-11 , 20:54
LEG_11_34 , AIR2 , 2000-01-11 , 21:00 , BASE2 , 2000-01-11 , 21:51
LEG_12_13 , AIR2 , 2000-01-12 , 19:30 , BASE1 , 2000-01-12 , 20:54
LEG_13_13 , AIR2 , 2000-01-13 , 19:30 , BASE1 , 2000-01-13 , 20:54
LEG_13_31 , AIR2 , 2000-01-13 , 21:00 , BASE2 , 2000-01-13 , 21:51
LEG_14_17 , AIR2 , 2000-01-14 , 19:30 , BASE1 , 2000-01-14 , 20:54
LEG_14_35 , AIR2 , 2000-01-14 , 21:00 , BASE2 , 2000-01-14 , 21:51
LEG_15_26 , AIR2 , 2000-01-15 , 11:10 , BASE2 , 2000-01-15 , 11:57
LEG_15_18 , AIR2 , 2000-01-15 , 19:30 , BASE1 , 2000-01-15 , 20:54
LEG_15_32 , AIR2 , 2000-01-15 , 21:00 , BASE2 , 2000-01-15 , 21:51
LEG_16_26 , AIR2 , 2000-01-16 , 11:10 , BASE2 , 2000-01-16 , 11:57
LEG_16_18 , AIR2 , 2000-01-16 , 19:30 , BASE1 , 2000-01-16 , 20:54
LEG_16_32 , AIR2 , 2000-01-16 , 21:00 , BASE2 , 2000-01-16 , 21:51
LEG_17_26 , AIR2 , 2000-01-17 , 11:10 , BASE2 , 2000-01-17 , 11:57
LEG_17_18 , AIR2 , 2000-01-17 , 19:30 , BASE1 , 2000-01-17 , 20:54
LEG_17_32 , AIR2 , 2000-01-17 , 21:00 , BASE2 , 2000-01-17 , 21:51
LEG_18_26 , AIR2 , 2000-01-18 , 11:10 , BASE2 , 2000-01-18 , 11:57
LEG_18_18 , AIR2 , 2000-01-18 , 19:30 , BASE1 , 2000-01-18 , 20:54
LEG_18_32 , AIR2 , 2000-01-18 , 21:00 , BASE2 , 2000-01-18 , 21:51
LEG_19_23 , AIR2 , 2000-01-19 , 11:10 , BASE2 , 2000-01-19 , 11:57
LEG_19_14 , AIR2 , 2000-01-19 , 19:30 , BASE1 , 2000-01-19 , 20:54
LEG_20_1 , AIR2 , 2000-01-20 , 11:40 , BASE1 , 2000-01-20 , 13:07
LEG_20_15 , AIR2 , 2000-01-20 , 19:30 , BASE1 , 2000-01-20 , 20:54
LEG_21_25 , AIR2 , 2000-01-21 , 11:10 , BASE2 , 2000-01-21 , 11:57
LEG_21_17 , AIR2 , 2000-01-21 , 19:30 , BASE1 , 2000-01-21 , 20:54
LEG_21_32 , AIR2 , 2000-01-21 , 21:00 , BASE2 , 2000-01-21 , 21:51
LEG_01_2 , AIR3 , 2000-01-01 , 17:45 , BASE2 , 2000-01-01 , 18:27
LEG_02_0 , AIR3 , 2000-01-02 , 17:45 , BASE2 , 2000-01-02 , 18:27
LEG_03_0 , AIR3 , 2000-01-03 , 17:45 , BASE2 , 2000-01-03 , 18:27
LEG_04_0 , AIR3 , 2000-01-04 , 17:45 , BASE2 , 2000-01-04 , 18:27
LEG_05_0 , AIR3 , 2000-01-05 , 17:45 , BASE2 , 2000-01-05 , 18:27
LEG_06_2 , AIR3 , 2000-01-06 , 17:45 , BASE2 , 2000-01-06 , 18:27
LEG_07_2 , AIR3 , 2000-01-07 , 17:45 , BASE2 , 2000-01-07 , 18:27
LEG_08_0 , AIR3 , 2000-01-08 , 17:45 , BASE2 , 2000-01-08 , 18:27
LEG_09_0 , AIR3 , 2000-01-09 , 17:45 , BASE2 , 2000-01-09 , 18:27
LEG_10_0 , AIR3 , 2000-01-10 , 17:45 , BASE2 , 2000-01-10 , 18:27
LEG_11_0 , AIR3 , 2000-01-11 , 17:45 , BASE2 , 2000-01-11 , 18:27
LEG_12_0 , AIR3 , 2000-01-12 , 17:45 , BASE2 , 2000-01-12 , 18:27
LEG_13_2 , AIR3 , 2000-01-13 , 17:45 , BASE2 , 2000-01-13 , 18:27
LEG_14_4 , AIR3 , 2000-01-14 , 17:45 , BASE2 , 2000-01-14 , 18:27
LEG_15_0 , AIR3 , 2000-01-15 , 17:45 , BASE2 , 2000-01-15 , 18:27
LEG_16_0 , AIR3 , 2000-01-16 , 17:45 , BASE2 , 2000-01-16 , 18:27
LEG_17_0 , AIR3 , 2000-01-17 , 17:45 , BASE2 , 2000-01-17 , 18:27
LEG_18_0 , AIR3 , 2000-01-18 , 17:45 , BASE2 , 2000-01-18 , 18:27
LEG_19_0 , AIR3 , 2000-01-19 , 17:45 , BASE2 , 2000-01-19 , 18:27
LEG_21_2 , AIR3 , 2000-01-21 , 17:45 , BASE2 , 2000-01-21 , 18:27
LEG_01_25 , AIR4 , 2000-01-01 , 23:00 , BASE2 , 2000-01-02 , 0:09
LEG_02_7 , AIR4 , 2000-01-02 , 12:20 , BASE2 , 2000-01-02 , 13:26
LEG_02_24 , AIR4 , 2000-01-02 , 23:00 , BASE2 , 2000-01-03 , 0:09
LEG_03_7 , AIR4 , 2000-01-03 , 12:20 , BASE2 , 2000-01-03 , 13:26
LEG_03_24 , AIR4 , 2000-01-03 , 23:00 , BASE2 , 2000-01-04 , 0:09
LEG_04_7 , AIR4 , 2000-01-04 , 12:20 , BASE2 , 2000-01-04 , 13:26
LEG_04_24 , AIR4 , 2000-01-04 , 23:00 , BASE2 , 2000-01-05 , 0:09
LEG_05_5 , AIR4 , 2000-01-05 , 12:20 , BASE2 , 2000-01-05 , 13:26
LEG_06_21 , AIR4 , 2000-01-06 , 23:00 , BASE2 , 2000-01-07 , 0:09
LEG_07_7 , AIR4 , 2000-01-07 , 12:20 , BASE2 , 2000-01-07 , 13:26
LEG_07_24 , AIR4 , 2000-01-07 , 23:00 , BASE2 , 2000-01-08 , 0:09
LEG_08_7 , AIR4 , 2000-01-08 , 12:20 , BASE2 , 2000-01-08 , 13:26
LEG_08_24 , AIR4 , 2000-01-08 , 23:00 , BASE2 , 2000-01-09 , 0:09
LEG_09_7 , AIR4 , 2000-01-09 , 12:20 , BASE2 , 2000-01-09 , 13:26
LEG_09_24 , AIR4 , 2000-01-09 , 23:00 , BASE2 , 2000-01-10 , 0:09
LEG_10_7 , AIR4 , 2000-01-10 , 12:20 , BASE2 , 2000-01-10 , 13:26
LEG_10_24 , AIR4 , 2000-01-10 , 23:00 , BASE2 , 2000-01-11 , 0:09
LEG_11_7 , AIR4 , 2000-01-11 , 12:20 , BASE2 , 2000-01-11 , 13:26
LEG_11_24 , AIR4 , 2000-01-11 , 23:00 , BASE2 , 2000-01-12 , 0:09
LEG_12_5 , AIR4 , 2000-01-12 , 12:20 , BASE2 , 2000-01-12 , 13:26
LEG_13_21 , AIR4 , 2000-01-13 , 23:00 , BASE2 , 2000-01-14 , 0:09
LEG_14_9 , AIR4 , 2000-01-14 , 12:20 , BASE2 , 2000-01-14 , 13:26
LEG_14_25 , AIR4 , 2000-01-14 , 23:00 , BASE2 , 2000-01-15 , 0:09
LEG_15_8 , AIR4 , 2000-01-15 , 12:20 , BASE2 , 2000-01-15 , 13:26
LEG_15_6 , AIR4 , 2000-01-15 , 23:00 , BASE2 , 2000-01-16 , 0:09
LEG_16_8 , AIR4 , 2000-01-16 , 12:20 , BASE2 , 2000-01-16 , 13:26
LEG_16_6 , AIR4 , 2000-01-16 , 23:00 , BASE2 , 2000-01-17 , 0:09
LEG_17_8 , AIR4 , 2000-01-17 , 12:20 , BASE2 , 2000-01-17 , 13:26
LEG_17_6 , AIR4 , 2000-01-17 , 23:00 , BASE2 , 2000-01-18 , 0:09
LEG_18_8 , AIR4 , 2000-01-18 , 12:20 , BASE2 , 2000-01-18 , 13:26
LEG_18_6 , AIR4 , 2000-01-18 , 23:00 , BASE2 , 2000-01-19 , 0:09
LEG_19_4 , AIR4 , 2000-01-19 , 12:20 , BASE2 , 2000-01-19 , 13:26
LEG_20_5 , AIR4 , 2000-01-20 , 23:00 , BASE2 , 2000-01-21 , 0:09
LEG_21_6 , AIR4 , 2000-01-21 , 23:00 , BASE2 , 2000-01-22 , 0:09
LEG_01_4 , AIR5 , 2000-01-01 , 20:35 , BASE2 , 2000-01-01 , 21:49
LEG_02_4 , AIR5 , 2000-01-02 , 20:35 , BASE2 , 2000-01-02 , 21:49
LEG_03_4 , AIR5 , 2000-01-03 , 20:35 , BASE2 , 2000-01-03 , 21:49
LEG_04_4 , AIR5 , 2000-01-04 , 20:35 , BASE2 , 2000-01-04 , 21:49
LEG_05_3 , AIR5 , 2000-01-05 , 20:35 , BASE2 , 2000-01-05 , 21:49
LEG_06_4 , AIR5 , 2000-01-06 , 20:35 , BASE2 , 2000-01-06 , 21:49
LEG_07_4 , AIR5 , 2000-01-07 , 20:35 , BASE2 , 2000-01-07 , 21:49
LEG_08_4 , AIR5 , 2000-01-08 , 20:35 , BASE2 , 2000-01-08 , 21:49
LEG_09_4 , AIR5 , 2000-01-09 , 20:35 , BASE2 , 2000-01-09 , 21:49
LEG_10_4 , AIR5 , 2000-01-10 , 20:35 , BASE2 , 2000-01-10 , 21:49
LEG_11_4 , AIR5 , 2000-01-11 , 20:35 , BASE2 , 2000-01-11 , 21:49
LEG_12_3 , AIR5 , 2000-01-12 , 20:35 , BASE2 , 2000-01-12 , 21:49
LEG_13_4 , AIR5 , 2000-01-13 , 20:35 , BASE2 , 2000-01-13 , 21:49
LEG_14_6 , AIR5 , 2000-01-14 , 20:35 , BASE2 , 2000-01-14 , 21:49
LEG_15_4 , AIR5 , 2000-01-15 , 20:35 , BASE2 , 2000-01-15 , 21:49
LEG_16_4 , AIR5 , 2000-01-16 , 20:35 , BASE2 , 2000-01-16 , 21:49
LEG_17_4 , AIR5 , 2000-01-17 , 20:35 , BASE2 , 2000-01-17 , 21:49
LEG_18_4 , AIR5 , 2000-01-18 , 20:35 , BASE2 , 2000-01-18 , 21:49
LEG_20_4 , AIR5 , 2000-01-20 , 20:35 , BASE2 , 2000-01-20 , 21:49
LEG_21_4 , AIR5 , 2000-01-21 , 20:35 , BASE2 , 2000-01-21 , 21:49
LEG_01_8 , AIR6 , 2000-01-01 , 17:40 , BASE2 , 2000-01-01 , 20:23
LEG_02_22 , AIR6 , 2000-01-02 , 14:00 , BASE2 , 2000-01-02 , 16:41
LEG_02_8 , AIR6 , 2000-01-02 , 17:40 , BASE2 , 2000-01-02 , 20:23
LEG_03_22 , AIR6 , 2000-01-03 , 14:00 , BASE2 , 2000-01-03 , 16:41
LEG_03_8 , AIR6 , 2000-01-03 , 17:40 , BASE2 , 2000-01-03 , 20:23
LEG_04_22 , AIR6 , 2000-01-04 , 14:00 , BASE2 , 2000-01-04 , 16:41
LEG_04_8 , AIR6 , 2000-01-04 , 17:40 , BASE2 , 2000-01-04 , 20:23
LEG_05_19 , AIR6 , 2000-01-05 , 14:00 , BASE2 , 2000-01-05 , 16:41
LEG_05_6 , AIR6 , 2000-01-05 , 17:40 , BASE2 , 2000-01-05 , 20:23
LEG_06_19 , AIR6 , 2000-01-06 , 14:00 , BASE2 , 2000-01-06 , 16:41
LEG_07_22 , AIR6 , 2000-01-07 , 14:00 , BASE2 , 2000-01-07 , 16:41
LEG_07_8 , AIR6 , 2000-01-07 , 17:40 , BASE2 , 2000-01-07 , 20:23
LEG_08_22 , AIR6 , 2000-01-08 , 14:00 , BASE2 , 2000-01-08 , 16:41
LEG_08_8 , AIR6 , 2000-01-08 , 17:40 , BASE2 , 2000-01-08 , 20:23
LEG_09_22 , AIR6 , 2000-01-09 , 14:00 , BASE2 , 2000-01-09 , 16:41
LEG_09_8 , AIR6 , 2000-01-09 , 17:40 , BASE2 , 2000-01-09 , 20:23
LEG_10_22 , AIR6 , 2000-01-10 , 14:00 , BASE2 , 2000-01-10 , 16:41
LEG_10_8 , AIR6 , 2000-01-10 , 17:40 , BASE2 , 2000-01-10 , 20:23
LEG_11_22 , AIR6 , 2000-01-11 , 14:00 , BASE2 , 2000-01-11 , 16:41
LEG_11_8 , AIR6 , 2000-01-11 , 17:40 , BASE2 , 2000-01-11 , 20:23
LEG_12_19 , AIR6 , 2000-01-12 , 14:00 , BASE2 , 2000-01-12 , 16:41
LEG_12_6 , AIR6 , 2000-01-12 , 17:40 , BASE2 , 2000-01-12 , 20:23
LEG_13_19 , AIR6 , 2000-01-13 , 14:00 , BASE2 , 2000-01-13 , 16:41
LEG_14_23 , AIR6 , 2000-01-14 , 14:00 , BASE2 , 2000-01-14 , 16:41
LEG_14_10 , AIR6 , 2000-01-14 , 17:40 , BASE2 , 2000-01-14 , 20:23
LEG_15_24 , AIR6 , 2000-01-15 , 14:00 , BASE2 , 2000-01-15 , 16:41
LEG_15_9 , AIR6 , 2000-01-15 , 17:40 , BASE2 , 2000-01-15 , 20:23
LEG_16_24 , AIR6 , 2000-01-16 , 14:00 , BASE2 , 2000-01-16 , 16:41
LEG_16_9 , AIR6 , 2000-01-16 , 17:40 , BASE2 , 2000-01-16 , 20:23
LEG_17_24 , AIR6 , 2000-01-17 , 14:00 , BASE2 , 2000-01-17 , 16:41
LEG_17_9 , AIR6 , 2000-01-17 , 17:40 , BASE2 , 2000-01-17 , 20:23
LEG_18_24 , AIR6 , 2000-01-18 , 14:00 , BASE2 , 2000-01-18 , 16:41
LEG_18_9 , AIR6 , 2000-01-18 , 17:40 , BASE2 , 2000-01-18 , 20:23
LEG_19_20 , AIR6 , 2000-01-19 , 14:00 , BASE2 , 2000-01-19 , 16:41
LEG_19_5 , AIR6 , 2000-01-19 , 17:40 , BASE2 , 2000-01-19 , 20:23
LEG_20_22 , AIR6 , 2000-01-20 , 14:00 , BASE2 , 2000-01-20 , 16:41
LEG_21_23 , AIR6 , 2000-01-21 , 14:00 , BASE2 , 2000-01-21 , 16:41
LEG_21_8 , AIR6 , 2000-01-21 , 17:40 , BASE2 , 2000-01-21 , 20:23
LEG_02_32 , AIR7 , 2000-01-02 , 10:10 , BASE2 , 2000-01-02 , 12:11
LEG_03_32 , AIR7 , 2000-01-03 , 10:10 , BASE2 , 2000-01-03 , 12:11
LEG_04_32 , AIR7 , 2000-01-04 , 10:10 , BASE2 , 2000-01-04 , 12:11
LEG_05_28 , AIR7 , 2000-01-05 , 10:10 , BASE2 , 2000-01-05 , 12:11
LEG_07_32 , AIR7 , 2000-01-07 , 10:10 , BASE2 , 2000-01-07 , 12:11
LEG_08_32 , AIR7 , 2000-01-08 , 10:10 , BASE2 , 2000-01-08 , 12:11
LEG_09_32 , AIR7 , 2000-01-09 , 10:10 , BASE2 , 2000-01-09 , 12:11
LEG_10_32 , AIR7 , 2000-01-10 , 10:10 , BASE2 , 2000-01-10 , 12:11
LEG_11_32 , AIR7 , 2000-01-11 , 10:10 , BASE2 , 2000-01-11 , 12:11
LEG_12_28 , AIR7 , 2000-01-12 , 10:10 , BASE2 , 2000-01-12 , 12:11
LEG_14_33 , AIR7 , 2000-01-14 , 10:10 , BASE2 , 2000-01-14 , 12:11
LEG_21_30 , AIR7 , 2000-01-21 , 10:10 , BASE2 , 2000-01-21 , 12:11
LEG_02_10 , AIR8 , 2000-01-02 , 12:40 , BASE1 , 2000-01-02 , 14:30
LEG_03_10 , AIR8 , 2000-01-03 , 12:40 , BASE1 , 2000-01-03 , 14:30
LEG_04_10 , AIR8 , 2000-01-04 , 12:40 , BASE1 , 2000-01-04 , 14:30
LEG_05_7 , AIR8 , 2000-01-05 , 12:40 , BASE1 , 2000-01-05 , 14:30
LEG_06_7 , AIR8 , 2000-01-06 , 12:40 , BASE1 , 2000-01-06 , 14:30
LEG_07_10 , AIR8 , 2000-01-07 , 12:40 , BASE1 , 2000-01-07 , 14:30
LEG_08_10 , AIR8 , 2000-01-08 , 12:40 , BASE1 , 2000-01-08 , 14:30
LEG_09_10 , AIR8 , 2000-01-09 , 12:40 , BASE1 , 2000-01-09 , 14:30
LEG_10_10 , AIR8 , 2000-01-10 , 12:40 , BASE1 , 2000-01-10 , 14:30
LEG_11_10 , AIR8 , 2000-01-11 , 12:40 , BASE1 , 2000-01-11 , 14:30
LEG_12_7 , AIR8 , 2000-01-12 , 12:40 , BASE1 , 2000-01-12 , 14:30
LEG_13_7 , AIR8 , 2000-01-13 , 12:40 , BASE1 , 2000-01-13 , 14:30
LEG_14_11 , AIR8 , 2000-01-14 , 12:40 , BASE1 , 2000-01-14 , 14:30
LEG_15_11 , AIR8 , 2000-01-15 , 12:40 , BASE1 , 2000-01-15 , 14:30
LEG_16_11 , AIR8 , 2000-01-16 , 12:40 , BASE1 , 2000-01-16 , 14:30
LEG_17_11 , AIR8 , 2000-01-17 , 12:40 , BASE1 , 2000-01-17 , 14:30
LEG_18_11 , AIR8 , 2000-01-18 , 12:40 , BASE1 , 2000-01-18 , 14:30
LEG_19_6 , AIR8 , 2000-01-19 , 12:40 , BASE1 , 2000-01-19 , 14:30
LEG_20_6 , AIR8 , 2000-01-20 , 12:40 , BASE1 , 2000-01-20 , 14:30
LEG_21_10 , AIR8 , 2000-01-21 , 12:40 , BASE1 , 2000-01-21 , 14:30
LEG_01_15 , AIR9 , 2000-01-01 , 17:05 , BASE2 , 2000-01-01 , 19:44
LEG_01_19 , AIR9 , 2000-01-01 , 19:20 , BASE3 , 2000-01-01 , 21:18
LEG_01_20 , AIR9 , 2000-01-01 , 23:05 , BASE3 , 2000-01-02 , 0:58
LEG_02_15 , AIR9 , 2000-01-02 , 17:05 , BASE2 , 2000-01-02 , 19:44
LEG_02_19 , AIR9 , 2000-01-02 , 19:20 , BASE3 , 2000-01-02 , 21:18
LEG_02_20 , AIR9 , 2000-01-02 , 23:05 , BASE3 , 2000-01-03 , 0:58
