#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_01_0 , BASE1 , 2000-01-01 , 12:00 , AIR1 , 2000-01-01 , 13:13
LEG_08_0 , AIR3 , 2000-01-08 , 17:45 , BASE2 , 2000-01-08 , 18:27
LEG_09_0 , AIR3 , 2000-01-09 , 17:45 , BASE2 , 2000-01-09 , 18:27
LEG_10_0 , AIR3 , 2000-01-10 , 17:45 , BASE2 , 2000-01-10 , 18:27
LEG_11_0 , AIR3 , 2000-01-11 , 17:45 , BASE2 , 2000-01-11 , 18:27
LEG_12_0 , AIR3 , 2000-01-12 , 17:45 , BASE2 , 2000-01-12 , 18:27
LEG_13_2 , AIR3 , 2000-01-13 , 17:45 , BASE2 , 2000-01-13 , 18:27
LEG_14_4 , AIR3 , 2000-01-14 , 17:45 , BASE2 , 2000-01-14 , 18:27
LEG_01_25 , AIR4 , 2000-01-01 , 23:00 , BASE2 , 2000-01-02 , 0:09
LEG_02_7 , AIR4 , 2000-01-02 , 12:20 , BASE2 , 2000-01-02 , 13:26
LEG_02_24 , AIR4 , 2000-01-02 , 23:00 , BASE2 , 2000-01-03 , 0:09
LEG_03_7 , AIR4 , 2000-01-03 , 12:20 , BASE2 , 2000-01-03 , 13:26
LEG_03_24 , AIR4 , 2000-01-03 , 23:00 , BASE2 , 2000-01-04 , 0:09
LEG_04_7 , AIR4 , 2000-01-04 , 12:20 , BASE2 , 2000-01-04 , 13:26
LEG_04_24 , AIR4 , 2000-01-04 , 23:00 , BASE2 , 2000-01-05 , 0:09
LEG_05_5 , AIR4 , 2000-01-05 , 12:20 , BASE2 , 2000-01-05 , 13:26
LEG_06_21 , AIR4 , 2000-01-06 , 23:00 , BASE2 , 2000-01-07 , 0:09
LEG_07_7 , AIR4 , 2000-01-07 , 12:20 , BASE2 , 2000-01-07 , 13:26
LEG_07_24 , AIR4 , 2000-01-07 , 23:00 , BASE2 , 2000-01-08 , 0:09
LEG_08_7 , AIR4 , 2000-01-08 , 12:20 , BASE2 , 2000-01-08 , 13:26
LEG_08_24 , AIR4 , 2000-01-08 , 23:00 , BASE2 , 2000-01-09 , 0:09
LEG_09_7 , AIR4 , 2000-01-09 , 12:20 , BASE2 , 2000-01-09 , 13:26
LEG_09_24 , AIR4 , 2000-01-09 , 23:00 , BASE2 , 2000-01-10 , 0:09
LEG_10_7 , AIR4 , 2000-01-10 , 12:20 , BASE2 , 2000-01-10 , 13:26
LEG_10_24 , AIR4 , 2000-01-10 , 23:00 , BASE2 , 2000-01-11 , 0:09
LEG_11_7 , AIR4 , 2000-01-11 , 12:20 , BASE2 , 2000-01-11 , 13:26
LEG_11_24 , AIR4 , 2000-01-11 , 23:00 , BASE2 , 2000-01-12 , 0:09
LEG_12_5 , AIR4 , 2000-01-12 , 12:20 , BASE2 , 2000-01-12 , 13:26
LEG_13_21 , AIR4 , 2000-01-13 , 23:00 , BASE2 , 2000-01-14 , 0:09
LEG_14_9 , AIR4 , 2000-01-14 , 12:20 , BASE2 , 2000-01-14 , 13:26
LEG_14_25 , AIR4 , 2000-01-14 , 23:00 , BASE2 , 2000-01-15 , 0:09
LEG_01_4 , AIR5 , 2000-01-01 , 20:35 , BASE2 , 2000-01-01 , 21:49
LEG_02_4 , AIR5 , 2000-01-02 , 20:35 , BASE2 , 2000-01-02 , 21:49
LEG_03_4 , AIR5 , 2000-01-03 , 20:35 , BASE2 , 2000-01-03 , 21:49
LEG_04_4 , AIR5 , 2000-01-04 , 20:35 , BASE2 , 2000-01-04 , 21:49
LEG_05_3 , AIR5 , 2000-01-05 , 20:35 , BASE2 , 2000-01-05 , 21:49
LEG_06_4 , AIR5 , 2000-01-06 , 20:35 , BASE2 , 2000-01-06 , 21:49
LEG_07_4 , AIR5 , 2000-01-07 , 20:35 , BASE2 , 2000-01-07 , 21:49
LEG_08_4 , AIR5 , 2000-01-08 , 20:35 , BASE2 , 2000-01-08 , 21:49
LEG_09_4 , AIR5 , 2000-01-09 , 20:35 , BASE2 , 2000-01-09 , 21:49
LEG_10_4 , AIR5 , 2000-01-10 , 20:35 , BASE2 , 2000-01-10 , 21:49
LEG_11_4 , AIR5 , 2000-01-11 , 20:35 , BASE2 , 2000-01-11 , 21:49
LEG_12_3 , AIR5 , 2000-01-12 , 20:35 , BASE2 , 2000-01-12 , 21:49
LEG_13_4 , AIR5 , 2000-01-13 , 20:35 , BASE2 , 2000-01-13 , 21:49
LEG_14_6 , AIR5 , 2000-01-14 , 20:35 , BASE2 , 2000-01-14 , 21:49
LEG_01_8 , AIR6 , 2000-01-01 , 17:40 , BASE2 , 2000-01-01 , 20:23
LEG_02_22 , AIR6 , 2000-01-02 , 14:00 , BASE2 , 2000-01-02 , 16:41
LEG_02_8 , AIR6 , 2000-01-02 , 17:40 , BASE2 , 2000-01-02 , 20:23
LEG_03_22 , AIR6 , 2000-01-03 , 14:00 , BASE2 , 2000-01-03 , 16:41
LEG_03_8 , AIR6 , 2000-01-03 , 17:40 , BASE2 , 2000-01-03 , 20:23
LEG_04_22 , AIR6 , 2000-01-04 , 14:00 , BASE2 , 2000-01-04 , 16:41
LEG_04_8 , AIR6 , 2000-01-04 , 17:40 , BASE2 , 2000-01-04 , 20:23
LEG_05_19 , AIR6 , 2000-01-05 , 14:00 , BASE2 , 2000-01-05 , 16:41
LEG_05_6 , AIR6 , 2000-01-05 , 17:40 , BASE2 , 2000-01-05 , 20:23
LEG_06_19 , AIR6 , 2000-01-06 , 14:00 , BASE2 , 2000-01-06 , 16:41
LEG_07_22 , AIR6 , 2000-01-07 , 14:00 , BASE2 , 2000-01-07 , 16:41
LEG_07_8 , AIR6 , 2000-01-07 , 17:40 , BASE2 , 2000-01-07 , 20:23
LEG_08_22 , AIR6 , 2000-01-08 , 14:00 , BASE2 , 2000-01-08 , 16:41
LEG_08_8 , AIR6 , 2000-01-08 , 17:40 , BASE2 , 2000-01-08 , 20:23
LEG_09_22 , AIR6 , 2000-01-09 , 14:00 , BASE2 , 2000-01-09 , 16:41
LEG_09_8 , AIR6 , 2000-01-09 , 17:40 , BASE2 , 2000-01-09 , 20:23
LEG_10_22 , AIR6 , 2000-01-10 , 14:00 , BASE2 , 2000-01-10 , 16:41
LEG_10_8 , AIR6 , 2000-01-10 , 17:40 , BASE2 , 2000-01-10 , 20:23
LEG_11_22 , AIR6 , 2000-01-11 , 14:00 , BASE2 , 2000-01-11 , 16:41
LEG_11_8 , AIR6 , 2000-01-11 , 17:40 , BASE2 , 2000-01-11 , 20:23
LEG_12_19 , AIR6 , 2000-01-12 , 14:00 , BASE2 , 2000-01-12 , 16:41
LEG_12_6 , AIR6 , 2000-01-12 , 17:40 , BASE2 , 2000-01-12 , 20:23
LEG_13_19 , AIR6 , 2000-01-13 , 14:00 , BASE2 , 2000-01-13 , 16:41
LEG_14_23 , AIR6 , 2000-01-14 , 14:00 , BASE2 , 2000-01-14 , 16:41
LEG_14_10 , AIR6 , 2000-01-14 , 17:40 , BASE2 , 2000-01-14 , 20:23
LEG_02_32 , AIR7 , 2000-01-02 , 10:10 , BASE2 , 2000-01-02 , 12:11
LEG_03_32 , AIR7 , 2000-01-03 , 10:10 , BASE2 , 2000-01-03 , 12:11
LEG_04_32 , AIR7 , 2000-01-04 , 10:10 , BASE2 , 2000-01-04 , 12:11
LEG_05_28 , AIR7 , 2000-01-05 , 10:10 , BASE2 , 2000-01-05 , 12:11
LEG_07_32 , AIR7 , 2000-01-07 , 10:10 , BASE2 , 2000-01-07 , 12:11
LEG_08_32 , AIR7 , 2000-01-08 , 10:10 , BASE2 , 2000-01-08 , 12:11
LEG_09_32 , AIR7 , 2000-01-09 , 10:10 , BASE2 , 2000-01-09 , 12:11
LEG_10_32 , AIR7 , 2000-01-10 , 10:10 , BASE2 , 2000-01-10 , 12:11
LEG_11_32 , AIR7 , 2000-01-11 , 10:10 , BASE2 , 2000-01-11 , 12:11
LEG_12_28 , AIR7 , 2000-01-12 , 10:10 , BASE2 , 2000-01-12 , 12:11
LEG_14_33 , AIR7 , 2000-01-14 , 10:10 , BASE2 , 2000-01-14 , 12:11
LEG_02_10 , AIR8 , 2000-01-02 , 12:40 , BASE1 , 2000-01-02 , 14:30
LEG_03_10 , AIR8 , 2000-01-03 , 12:40 , BASE1 , 2000-01-03 , 14:30
LEG_04_10 , AIR8 , 2000-01-04 , 12:40 , BASE1 , 2000-01-04 , 14:30
LEG_05_7 , AIR8 , 2000-01-05 , 12:40 , BASE1 , 2000-01-05 , 14:30
LEG_06_7 , AIR8 , 2000-01-06 , 12:40 , BASE1 , 2000-01-06 , 14:30
LEG_07_10 , AIR8 , 2000-01-07 , 12:40 , BASE1 , 2000-01-07 , 14:30
LEG_08_10 , AIR8 , 2000-01-08 , 12:40 , BASE1 , 2000-01-08 , 14:30
LEG_09_10 , AIR8 , 2000-01-09 , 12:40 , BASE1 , 2000-01-09 , 14:30
LEG_10_10 , AIR8 , 2000-01-10 , 12:40 , BASE1 , 2000-01-10 , 14:30
LEG_11_10 , AIR8 , 2000-01-11 , 12:40 , BASE1 , 2000-01-11 , 14:30
LEG_12_7 , AIR8 , 2000-01-12 , 12:40 , BASE1 , 2000-01-12 , 14:30
LEG_13_7 , AIR8 , 2000-01-13 , 12:40 , BASE1 , 2000-01-13 , 14:30
LEG_14_11 , AIR8 , 2000-01-14 , 12:40 , BASE1 , 2000-01-14 , 14:30
LEG_01_15 , AIR9 , 2000-01-01 , 17:05 , BASE2 , 2000-01-01 , 19:44
LEG_01_19 , AIR9 , 2000-01-01 , 19:20 , BASE3 , 2000-01-01 , 21:18
LEG_01_20 , AIR9 , 2000-01-01 , 23:05 , BASE3 , 2000-01-02 , 0:58
LEG_02_15 , AIR9 , 2000-01-02 , 17:05 , BASE2 , 2000-01-02 , 19:44
LEG_02_19 , AIR9 , 2000-01-02 , 19:20 , BASE3 , 2000-01-02 , 21:18
LEG_02_20 , AIR9 , 2000-01-02 , 23:05 , BASE3 , 2000-01-03 , 0:58
LEG_03_15 , AIR9 , 2000-01-03 , 17:05 , BASE2 , 2000-01-03 , 19:44
LEG_03_19 , AIR9 , 2000-01-03 , 19:20 , BASE3 , 2000-01-03 , 21:18
LEG_03_20 , AIR9 , 2000-01-03 , 23:05 , BASE3 , 2000-01-04 , 0:58
LEG_04_15 , AIR9 , 2000-01-04 , 17:05 , BASE2 , 2000-01-04 , 19:44
LEG_04_19 , AIR9 , 2000-01-04 , 19:20 , BASE3 , 2000-01-04 , 21:18
LEG_04_20 , AIR9 , 2000-01-04 , 23:05 , BASE3 , 2000-01-05 , 0:58
LEG_05_11 , AIR9 , 2000-01-05 , 17:05 , BASE2 , 2000-01-05 , 19:44
LEG_05_16 , AIR9 , 2000-01-05 , 19:20 , BASE3 , 2000-01-05 , 21:18
LEG_05_17 , AIR9 , 2000-01-05 , 23:05 , BASE3 , 2000-01-06 , 0:58
LEG_06_11 , AIR9 , 2000-01-06 , 17:05 , BASE2 , 2000-01-06 , 19:44
LEG_06_16 , AIR9 , 2000-01-06 , 19:20 , BASE3 , 2000-01-06 , 21:18
LEG_06_17 , AIR9 , 2000-01-06 , 23:05 , BASE3 , 2000-01-07 , 0:58
LEG_07_15 , AIR9 , 2000-01-07 , 17:05 , BASE2 , 2000-01-07 , 19:44
LEG_07_19 , AIR9 , 2000-01-07 , 19:20 , BASE3 , 2000-01-07 , 21:18
LEG_07_20 , AIR9 , 2000-01-07 , 23:05 , BASE3 , 2000-01-08 , 0:58
LEG_08_15 , AIR9 , 2000-01-08 , 17:05 , BASE2 , 2000-01-08 , 19:44
LEG_08_19 , AIR9 , 2000-01-08 , 19:20 , BASE3 , 2000-01-08 , 21:18
LEG_08_20 , AIR9 , 2000-01-08 , 23:05 , BASE3 , 2000-01-09 , 0:58
LEG_09_15 , AIR9 , 2000-01-09 , 17:05 , BASE2 , 2000-01-09 , 19:44
LEG_09_19 , AIR9 , 2000-01-09 , 19:20 , BASE3 , 2000-01-09 , 21:18
LEG_09_20 , AIR9 , 2000-01-09 , 23:05 , BASE3 , 2000-01-10 , 0:58
LEG_10_15 , AIR9 , 2000-01-10 , 17:05 , BASE2 , 2000-01-10 , 19:44
LEG_10_19 , AIR9 , 2000-01-10 , 19:20 , BASE3 , 2000-01-10 , 21:18
LEG_10_20 , AIR9 , 2000-01-10 , 23:05 , BASE3 , 2000-01-11 , 0:58
LEG_11_15 , AIR9 , 2000-01-11 , 17:05 , BASE2 , 2000-01-11 , 19:44
LEG_11_19 , AIR9 , 2000-01-11 , 19:20 , BASE3 , 2000-01-11 , 21:18
LEG_11_20 , AIR9 , 2000-01-11 , 23:05 , BASE3 , 2000-01-12 , 0:58
LEG_12_11 , AIR9 , 2000-01-12 , 17:05 , BASE2 , 2000-01-12 , 19:44
LEG_12_16 , AIR9 , 2000-01-12 , 19:20 , BASE3 , 2000-01-12 , 21:18
LEG_12_17 , AIR9 , 2000-01-12 , 23:05 , BASE3 , 2000-01-13 , 0:58
LEG_13_11 , AIR9 , 2000-01-13 , 17:05 , BASE2 , 2000-01-13 , 19:44
LEG_13_16 , AIR9 , 2000-01-13 , 19:20 , BASE3 , 2000-01-13 , 21:18
LEG_13_17 , AIR9 , 2000-01-13 , 23:05 , BASE3 , 2000-01-14 , 0:58
LEG_14_16 , AIR9 , 2000-01-14 , 17:05 , BASE2 , 2000-01-14 , 19:44
LEG_14_20 , AIR9 , 2000-01-14 , 19:20 , BASE3 , 2000-01-14 , 21:18
LEG_14_21 , AIR9 , 2000-01-14 , 23:05 , BASE3 , 2000-01-15 , 0:58
LEG_02_13 , AIR10 , 2000-01-02 , 14:20 , BASE1 , 2000-01-02 , 16:49
LEG_03_13 , AIR10 , 2000-01-03 , 14:20 , BASE1 , 2000-01-03 , 16:49
LEG_04_13 , AIR10 , 2000-01-04 , 14:20 , BASE1 , 2000-01-04 , 16:49
LEG_05_10 , AIR10 , 2000-01-05 , 14:20 , BASE1 , 2000-01-05 , 16:49
LEG_06_10 , AIR10 , 2000-01-06 , 14:20 , BASE1 , 2000-01-06 , 16:49
LEG_07_13 , AIR10 , 2000-01-07 , 14:20 , BASE1 , 2000-01-07 , 16:49
LEG_08_13 , AIR10 , 2000-01-08 , 14:20 , BASE1 , 2000-01-08 , 16:49
LEG_09_13 , AIR10 , 2000-01-09 , 14:20 , BASE1 , 2000-01-09 , 16:49
LEG_10_13 , AIR10 , 2000-01-10 , 14:20 , BASE1 , 2000-01-10 , 16:49
LEG_11_13 , AIR10 , 2000-01-11 , 14:20 , BASE1 , 2000-01-11 , 16:49
LEG_12_10 , AIR10 , 2000-01-12 , 14:20 , BASE1 , 2000-01-12 , 16:49
LEG_13_10 , AIR10 , 2000-01-13 , 14:20 , BASE1 , 2000-01-13 , 16:49
LEG_14_14 , AIR10 , 2000-01-14 , 14:20 , BASE1 , 2000-01-14 , 16:49
LEG_02_35 , AIR11 , 2000-01-02 , 0:00 , BASE2 , 2000-01-02 , 1:55
LEG_03_35 , AIR11 , 2000-01-03 , 0:00 , BASE2 , 2000-01-03 , 1:55
LEG_04_35 , AIR11 , 2000-01-04 , 0:00 , BASE2 , 2000-01-04 , 1:55
LEG_05_30 , AIR11 , 2000-01-05 , 0:00 , BASE2 , 2000-01-05 , 1:55
LEG_08_35 , AIR11 , 2000-01-08 , 0:00 , BASE2 , 2000-01-08 , 1:55
LEG_09_35 , AIR11 , 2000-01-09 , 0:00 , BASE2 , 2000-01-09 , 1:55
LEG_10_35 , AIR11 , 2000-01-10 , 0:00 , BASE2 , 2000-01-10 , 1:55
LEG_11_35 , AIR11 , 2000-01-11 , 0:00 , BASE2 , 2000-01-11 , 1:55
LEG_12_30 , AIR11 , 2000-01-12 , 0:00 , BASE2 , 2000-01-12 , 1:55
LEG_01_28 , AIR12 , 2000-01-01 , 17:00 , BASE2 , 2000-01-01 , 19:52
LEG_02_27 , AIR12 , 2000-01-02 , 13:45 , BASE2 , 2000-01-02 , 16:34
LEG_02_28 , AIR12 , 2000-01-02 , 17:00 , BASE2 , 2000-01-02 , 19:52
LEG_03_27 , AIR12 , 2000-01-03 , 13:45 , BASE2 , 2000-01-03 , 16:34
LEG_03_28 , AIR12 , 2000-01-03 , 17:00 , BASE2 , 2000-01-03 , 19:52
LEG_04_27 , AIR12 , 2000-01-04 , 13:45 , BASE2 , 2000-01-04 , 16:34
LEG_04_28 , AIR12 , 2000-01-04 , 17:00 , BASE2 , 2000-01-04 , 19:52
LEG_05_24 , AIR12 , 2000-01-05 , 13:45 , BASE2 , 2000-01-05 , 16:34
LEG_05_25 , AIR12 , 2000-01-05 , 17:00 , BASE2 , 2000-01-05 , 19:52
LEG_06_24 , AIR12 , 2000-01-06 , 13:45 , BASE2 , 2000-01-06 , 16:34
LEG_06_25 , AIR12 , 2000-01-06 , 17:00 , BASE2 , 2000-01-06 , 19:52
LEG_07_27 , AIR12 , 2000-01-07 , 13:45 , BASE2 , 2000-01-07 , 16:34
LEG_07_28 , AIR12 , 2000-01-07 , 17:00 , BASE2 , 2000-01-07 , 19:52
LEG_08_27 , AIR12 , 2000-01-08 , 13:45 , BASE2 , 2000-01-08 , 16:34
LEG_08_28 , AIR12 , 2000-01-08 , 17:00 , BASE2 , 2000-01-08 , 19:52
LEG_09_27 , AIR12 , 2000-01-09 , 13:45 , BASE2 , 2000-01-09 , 16:34
LEG_09_28 , AIR12 , 2000-01-09 , 17:00 , BASE2 , 2000-01-09 , 19:52
LEG_10_27 , AIR12 , 2000-01-10 , 13:45 , BASE2 , 2000-01-10 , 16:34
LEG_10_28 , AIR12 , 2000-01-10 , 17:00 , BASE2 , 2000-01-10 , 19:52
LEG_11_27 , AIR12 , 2000-01-11 , 13:45 , BASE2 , 2000-01-11 , 16:34
LEG_11_28 , AIR12 , 2000-01-11 , 17:00 , BASE2 , 2000-01-11 , 19:52
LEG_12_24 , AIR12 , 2000-01-12 , 13:45 , BASE2 , 2000-01-12 , 16:34
LEG_12_25 , AIR12 , 2000-01-12 , 17:00 , BASE2 , 2000-01-12 , 19:52
LEG_13_24 , AIR12 , 2000-01-13 , 13:45 , BASE2 , 2000-01-13 , 16:34
LEG_13_25 , AIR12 , 2000-01-13 , 17:00 , BASE2 , 2000-01-13 , 19:52
LEG_14_28 , AIR12 , 2000-01-14 , 13:45 , BASE2 , 2000-01-14 , 16:34
LEG_14_29 , AIR12 , 2000-01-14 , 17:00 , BASE2 , 2000-01-14 , 19:52
LEG_02_2 , AIR13 , 2000-01-02 , 13:20 , BASE2 , 2000-01-02 , 15:18
LEG_03_2 , AIR13 , 2000-01-03 , 13:20 , BASE2 , 2000-01-03 , 15:18
LEG_04_2 , AIR13 , 2000-01-04 , 13:20 , BASE2 , 2000-01-04 , 15:18
LEG_05_1 , AIR13 , 2000-01-05 , 13:20 , BASE2 , 2000-01-05 , 15:18
LEG_08_2 , AIR13 , 2000-01-08 , 13:20 , BASE2 , 2000-01-08 , 15:18
LEG_09_2 , AIR13 , 2000-01-09 , 13:20 , BASE2 , 2000-01-09 , 15:18
LEG_10_2 , AIR13 , 2000-01-10 , 13:20 , BASE2 , 2000-01-10 , 15:18
LEG_11_2 , AIR13 , 2000-01-11 , 13:20 , BASE2 , 2000-01-11 , 15:18
LEG_12_1 , AIR13 , 2000-01-12 , 13:20 , BASE2 , 2000-01-12 , 15:18
LEG_05_12 , AIR14 , 2000-01-05 , 22:40 , BASE1 , 2000-01-06 , 0:41
LEG_12_12 , AIR14 , 2000-01-12 , 22:40 , BASE1 , 2000-01-13 , 0:41
LEG_06_0 , AIR15 , 2000-01-06 , 21:05 , BASE1 , 2000-01-07 , 0:21
LEG_13_0 , AIR15 , 2000-01-13 , 21:05 , BASE1 , 2000-01-14 , 0:21
LEG_06_12 , AIR16 , 2000-01-06 , 14:55 , BASE2 , 2000-01-06 , 16:47
LEG_13_12 , AIR16 , 2000-01-13 , 14:55 , BASE2 , 2000-01-13 , 16:47
LEG_14_2 , AIR17 , 2000-01-14 , 23:15 , BASE1 , 2000-01-15 , 1:03
